student_id,query_index,total_queries,is_first_query,time_since_session_start_s,time_since_last_query_s,pre_duration_s,pre_code_edits,pre_code_edit_rate,pre_chars_inserted,pre_chars_deleted,pre_code_deletes,pre_net_code_growth,pre_delete_type_ratio,pre_terminal_runs,pre_terminal_errors,pre_max_consecutive_errors,pre_mean_time_between_runs_s,pre_error_self_fix,pre_error_ai_fix,pre_error_reading_time_s,pre_error_to_edit_s,pre_failed_test_count,pre_failed_test_self_fix,pre_failed_test_ai_fix,pre_failed_test_to_edit_s,pre_longest_idle_s,thinking_time_s,pre_tab_switches,pre_tab_hidden_time_s,pre_response_reading_time_s,pre_chat_to_code_latency_s,pre_time_in_editor_s,pre_time_in_terminal_s,pre_time_in_chat_s,pre_time_in_task_s,pre_time_in_tests_s,implementing_time_s,debugging_time_s,testing_time_s,seeking_help_time_s,thinking_task_s,thinking_llm_s,thinking_error_s,thinking_code_s,query_length_chars,ai_response_length_chars,test_passed_at_query,test_total_at_query,task_completed,final_test_passed,final_test_total,session_duration_s
11485,4,4,0,667.35,18.46,1.19,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.19,1.19,0,0.0,16.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,11,503,3,4,1,4,4,2005.18
11487,1,4,1,122.04,0.0,107.04,41,0.383,35,6,6,29,0.1463,2,2,1,0.39,0,0,0.36,0.0,0,0,0,0.0,17.83,66.49,0,0.0,0.0,0.0,74.7,0.0,0.0,4.26,0.0,74.7,0.0,0.0,0.0,4.26,0.0,0.0,28.08,49,283,0,0,1,4,4,510.89
11487,2,4,0,167.03,44.99,28.19,17,0.6031,15,2,2,13,0.1176,1,0,0,0.0,0,0,0.0,0.0,1,1,0,5.5,9.38,12.8,1,0.0,9.9,9.9,0.0,9.33,0.0,0.0,0.0,0.0,9.33,0.0,0.0,0.0,9.9,8.95,0.0,44,268,2,4,1,4,4,510.89
11487,3,4,0,252.15,85.12,68.05,17,0.2498,10,7,7,3,0.4118,2,0,0,7.38,0,0,0.0,0.0,2,2,0,4.15,20.96,32.1,0,0.0,21.36,21.36,0.0,15.69,0.0,0.0,0.0,0.0,15.69,0.0,0.0,0.0,21.36,31.0,0.0,32,345,1,4,1,4,4,510.89
11489,1,4,1,437.33,0.0,422.33,163,0.386,97,66,66,31,0.4049,3,1,1,18.95,1,0,12.62,12.62,2,2,0,16.81,91.14,319.09,2,91.14,0.0,0.0,27.98,51.98,133.21,70.48,0.0,27.98,51.98,0.0,133.21,70.48,0.0,104.47,34.2,85,221,2,4,0,3,4,936.65
11489,3,4,0,521.93,72.24,55.56,23,0.414,21,2,2,19,0.087,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.01,37.28,0,0.0,33.36,33.36,0.0,22.2,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,33.36,0.0,0.0,1,248,2,4,0,3,4,936.65
11489,4,4,0,761.76,239.83,222.59,40,0.1797,21,19,19,2,0.475,9,8,1,25.53,7,0,6.77,7.07,1,1,0,51.76,52.39,148.26,5,76.46,8.19,8.19,0.0,106.64999999999999,0.0,0.0,3.69,0.0,102.96,3.69,0.0,0.0,8.19,107.74,0.0,28,212,2,4,0,3,4,936.65
11491,1,4,1,208.57,0.0,193.57,41,0.2118,35,5,5,30,0.122,5,2,1,20.67,2,0,20.31,37.08,2,2,0,30.49,25.39,135.58,0,0.0,0.0,0.0,0.0,45.85,12.17,45.69,7.14,0.0,38.71,7.14,12.17,45.69,33.85,56.01,0.0,84,367,3,4,1,4,4,554.44
11491,2,4,0,235.27,26.7,7.75,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.49,6.49,0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,27,250,3,4,1,4,4,554.44
11491,3,4,0,253.42,18.15,1.23,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.23,1.23,0,0.0,16.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,11,523,3,4,1,4,4,554.44
11491,4,4,0,393.37,139.94,121.71,58,0.4765,57,1,1,56,0.0172,13,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,20.14,75.69,14,32.17,67.25,67.25,0.0,25.31,7.57,0.0,0.0,0.0,25.31,0.0,7.57,0.0,62.7,26.13,0.0,45,312,4,4,1,4,4,554.44
11493,1,2,1,150.69,0.0,135.69,9,0.0663,6,0,0,9,0.0,13,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,26.88,99.55,2,11.29,0.0,0.0,42.29,8.71,0.0,49.67,8.71,42.29,0.0,8.71,0.0,49.67,0.0,0.0,35.02,21,252,4,4,1,4,4,292.59
11493,2,2,0,168.4,17.71,1.15,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.15,1.15,0,0.0,16.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,28,375,4,4,1,4,4,292.59
11494,1,3,1,807.11,0.0,792.11,648,0.8181,507,139,139,368,0.2145,55,3,1,8.04,3,0,24.87,33.83,4,3,0,42.69,74.82,401.25,86,111.74,0.0,0.0,128.47,232.5,0.0,75.0,25.69,128.47,206.81,25.69,0.0,75.0,0.0,323.31,32.83,28,195,3,4,0,3,4,870.99
11494,2,3,0,845.84,38.73,21.99,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,21.99,21.99,0,0.0,36.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.99,0.0,0.0,420,251,3,4,0,3,4,870.99
11496,1,5,1,546.27,0.0,531.27,299,0.5628,239,55,55,184,0.1839,29,16,1,15.98,15,0,13.8,20.38,1,1,0,7.39,25.52,276.93,16,60.4,0.0,0.0,0.0,300.73,0.72,110.3,83.64,0.0,217.09,83.64,0.72,110.3,0.0,119.52,0.0,32,255,0,4,0,0,4,919.94
11496,3,5,0,589.98,33.77,16.8,3,0.1786,0,2,2,-2,0.6667,2,2,1,0.58,0,0,0.57,0.0,0,0,0,0.0,10.97,10.97,0,0.0,10.97,10.97,0.0,2.66,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,11.46,2.68,0.0,12,350,0,4,0,0,4,919.94
11496,4,5,0,725.77,135.79,118.58,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,79.0,91.32,0,0.0,133.58,0.0,0.0,0.0,37.77,0.0,0.0,0.0,0.0,0.0,37.77,0.0,80.81,0.0,0.0,59,290,0,4,0,0,4,919.94
11496,5,5,0,847.36,121.59,104.73,3,0.0286,1,2,2,-1,0.6667,3,3,1,6.95,1,0,6.44,12.38,0,0,0,0.0,23.3,87.86,2,13.49,40.06,40.06,0.0,3.66,10.8,0.0,0.0,0.0,3.66,0.0,10.8,0.0,40.06,50.22,0.0,42,383,0,4,0,0,4,919.94
11498,1,4,1,117.64,0.0,102.64,1,0.0097,1,0,0,1,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,36.52,84.34,0,0.0,0.0,0.0,7.03,0.0,10.12,85.49,0.0,7.03,0.0,0.0,10.12,85.49,0.0,0.0,0.0,33,103,0,0,1,4,4,423.09
11498,2,4,0,142.99,25.35,9.09,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.55,5.55,0,0.0,24.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,24,185,0,0,1,4,4,423.09
11498,3,4,0,162.56,19.57,2.97,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,2.97,2.97,0,0.0,17.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,38,243,0,0,1,4,4,423.09
11498,4,4,0,213.9,51.34,34.65,57,1.6452,55,2,2,53,0.0351,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.48,10.12,0,0.0,7.22,7.22,27.42,0.0,0.0,0.0,0.0,27.42,0.0,0.0,0.0,0.0,7.22,0.0,0.0,32,203,0,0,1,4,4,423.09
11499,1,1,1,67.85,0.0,52.85,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.33,23.65,0,0.0,0.0,0.0,0.0,0.0,0.0,52.85,0.0,0.0,0.0,0.0,0.0,52.85,0.0,0.0,0.0,53,245,0,0,1,4,4,334.49
11500,1,4,1,176.52,0.0,161.52,17,0.1053,14,3,3,11,0.1765,1,1,1,0.0,1,0,35.82,35.82,0,0,0,0.0,32.2,117.0,0,0.0,0.0,0.0,0.0,17.04,0.0,109.72,0.0,0.0,17.04,0.0,0.0,109.72,0.0,34.76,0.0,25,107,0,0,1,4,4,564.29
11500,4,4,0,259.2,52.77,35.38,0,0.0,0,0,0,0,0.0,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,14.58,18.57,0,0.0,19.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.38,0.0,0.0,11,615,3,4,1,4,4,564.29
11501,1,3,1,139.36,0.0,124.36,27,0.2171,25,2,2,23,0.0741,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,19.19,78.9,1,0.0,0.0,0.0,29.11,0.0,16.47,55.55,0.0,29.11,0.0,0.0,16.47,55.55,0.0,0.0,23.23,52,267,0,0,1,4,4,638.46
11501,2,3,0,168.41,29.05,12.4,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.14,11.14,0,0.0,27.4,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.0,11.69,0.0,0.0,50,235,0,0,1,4,4,638.46
11501,3,3,0,537.04,368.63,351.97,201,0.5711,110,69,69,54,0.3433,10,2,1,27.91,2,0,11.74,11.74,5,5,0,12.27,20.62,166.24,10,50.75,14.92,23.48,0.0,196.27,0.0,0.0,0.0,0.0,196.27,0.0,0.0,0.0,23.48,132.22,0.0,42,220,3,4,1,4,4,638.46
11502,1,2,1,228.2,0.0,213.2,57,0.2674,47,9,9,38,0.1579,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,129.28,164.97,0,0.0,0.0,0.0,32.48,0.0,0.0,152.76,0.0,32.48,0.0,0.0,0.0,152.76,0.0,0.0,27.96,37,232,0,0,0,0,0,1048.69
11502,2,2,0,378.21,150.02,133.15,92,0.6909,72,16,16,57,0.1739,49,7,1,1.55,3,0,8.71,14.73,0,0,0,0.0,23.03,87.9,0,0.0,17.9,17.9,40.81,26.04,0.0,0.0,8.23,40.81,17.81,8.23,0.0,0.0,17.9,24.18,24.22,10,0,0,0,0,0,0,1048.69
11505,1,17,1,139.29,0.0,124.29,31,0.2494,31,0,0,31,0.0,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,38.97,89.09,0,0.0,0.0,0.0,31.02,0.0,0.0,79.1,0.0,31.02,0.0,0.0,0.0,79.1,0.0,0.0,14.17,44,183,2,4,1,4,4,995.68
11505,2,17,0,180.84,41.55,23.89,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,23.89,23.89,0,0.0,38.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.89,0.0,0.0,3,281,2,4,1,4,4,995.68
11505,3,17,0,237.55,56.71,40.16,21,0.5228,11,10,10,1,0.4762,2,0,0,4.92,0,0,0.0,0.0,2,2,0,2.02,7.64,16.97,0,0.0,16.97,16.97,0.0,15.96,0.0,0.0,4.08,0.0,11.88,4.08,0.0,0.0,16.97,7.23,0.0,21,242,2,4,1,4,4,995.68
11505,4,17,0,323.45,85.91,68.92,16,0.2321,15,1,1,14,0.0625,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.0,29.36,0,0.0,28.27,28.27,0.0,13.42,0.87,0.0,0.0,0.0,13.42,0.0,0.87,0.0,27.4,27.23,0.0,27,287,2,4,1,4,4,995.68
11505,6,17,0,371.35,34.46,17.59,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.76,8.76,0,0.0,32.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,0.0,0.0,12,354,3,4,1,4,4,995.68
11505,7,17,0,402.98,31.63,14.92,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.1,13.1,0,0.0,29.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,0.0,0.0,77,408,3,4,1,4,4,995.68
11505,8,17,0,422.52,19.54,0.98,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.98,0.98,0,0.0,15.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,22,436,3,4,1,4,4,995.68
11505,9,17,0,459.32,36.8,18.12,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.12,18.12,0,0.0,33.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.12,0.0,0.0,22,271,3,4,1,4,4,995.68
11505,10,17,0,519.59,60.27,43.37,50,1.153,38,11,11,27,0.22,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.38,24.81,2,11.38,7.01,7.01,0.0,15.17,0.0,0.0,0.0,0.0,15.17,0.0,0.0,0.0,7.0,21.19,0.0,15,322,3,4,1,4,4,995.68
11505,11,17,0,553.9,34.31,17.15,1,0.0583,1,0,0,1,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,5.45,5.45,0,0.0,6.01,6.01,0.0,1.41,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,6.01,9.73,0.0,16,299,3,4,1,4,4,995.68
11505,12,17,0,601.23,47.33,29.67,25,0.8426,17,8,8,9,0.32,5,0,0,0.01,0,0,0.0,0.0,1,0,0,0.0,10.15,10.15,0,0.0,11.39,11.39,0.0,15.32,2.96,0.0,0.0,0.0,15.32,0.0,2.96,0.0,11.39,0.0,0.0,17,373,3,4,1,4,4,995.68
11505,13,17,0,779.81,178.58,160.93,1,0.0062,0,1,1,-1,1.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,35.19,70.31,2,18.35,7.17,7.17,0.0,1.47,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,7.17,152.29,0.0,20,272,3,4,1,4,4,995.68
11505,14,17,0,799.63,19.82,2.99,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,2.99,2.99,0,0.0,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,40,336,3,4,1,4,4,995.68
11505,15,17,0,817.6,17.97,1.09,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.09,1.09,0,0.0,16.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,11,372,3,4,1,4,4,995.68
11505,16,17,0,878.67,61.07,43.78,27,0.6167,23,3,3,20,0.1111,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,19.2,28.41,4,28.41,23.82,23.82,0.0,8.19,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,23.82,11.77,0.0,18,374,4,4,1,4,4,995.68
11505,17,17,0,901.7,23.03,5.62,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.12,0.0,0,0.0,20.62,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,0.0,3.56,0.0,2.06,0.0,0.0,96,459,4,4,1,4,4,995.68
11507,1,9,1,314.55,0.0,299.55,118,0.3939,95,21,21,74,0.178,7,7,1,22.29,7,0,13.17,14.83,0,0,0,0.0,31.16,213.12,8,70.98,0.0,0.0,27.91,98.21,0.0,50.95,0.0,27.91,98.21,0.0,0.0,50.95,0.0,115.72,6.76,258,306,0,0,1,4,4,855.39
11507,2,9,0,367.6,53.04,36.28,46,1.2677,9,36,36,-27,0.7826,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,12.34,15.47,0,0.0,12.95,12.95,0.0,16.38,0.0,0.0,0.0,0.0,16.38,0.0,0.0,0.0,13.94,5.96,0.0,40,180,2,4,1,4,4,855.39
11507,5,9,0,481.73,96.76,78.65,51,0.6485,42,8,8,34,0.1569,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,23.06,49.48,2,23.06,13.73,13.73,0.0,22.44,0.0,0.0,0.0,0.0,22.44,0.0,0.0,0.0,13.73,42.48,0.0,3,354,2,4,1,4,4,855.39
11507,7,9,0,515.02,19.54,0.32,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.32,0.32,0,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,2,763,2,4,1,4,4,855.39
11507,8,9,0,591.98,76.97,57.35,30,0.5231,18,9,9,9,0.3,4,4,1,7.74,4,0,4.72,5.54,0,0,0,0.0,21.23,35.33,0,0.0,23.94,23.94,0.0,12.85,0.0,0.0,1.6,0.0,11.25,1.6,0.0,0.0,23.94,20.56,0.0,2,716,2,4,1,4,4,855.39
11507,9,9,0,693.4,101.42,83.26,84,1.0089,72,9,9,63,0.1071,2,1,1,40.27,0,0,0.0,0.0,1,1,0,8.66,11.65,46.2,0,0.0,12.96,12.96,0.0,32.62,0.0,0.0,0.0,0.0,32.62,0.0,0.0,0.0,13.38,37.26,0.0,14,470,3,4,1,4,4,855.39
11509,1,5,1,263.5,0.0,248.5,132,0.5312,80,52,52,28,0.3939,6,6,1,28.03,6,0,12.21,18.54,0,0,0,0.0,25.23,181.59,0,0.0,0.0,0.0,0.0,75.96,0.0,75.12,11.1,0.0,64.86,11.1,0.0,75.12,0.0,97.42,0.0,36,181,0,0,1,4,4,849.97
11509,2,5,0,287.91,24.41,8.36,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.36,8.36,0,0.0,23.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,3,185,0,0,1,4,4,849.97
11509,3,5,0,356.23,68.33,51.87,3,0.0578,3,0,0,3,0.0,1,0,0,0.0,0,0,0.0,0.0,1,1,0,6.67,17.11,43.19,2,17.11,33.59,33.59,0.0,11.6,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,33.59,6.68,0.0,36,249,2,4,1,4,4,849.97
11509,4,5,0,602.96,246.72,229.3,87,0.3794,51,36,36,15,0.4138,3,3,1,37.87,3,0,11.35,11.35,0,0,0,0.0,35.22,186.05,10,111.21,8.01,8.01,0.0,40.48,0.0,0.0,0.0,0.0,40.48,0.0,0.0,0.0,8.01,180.81,0.0,21,279,2,4,1,4,4,849.97
11509,5,5,0,685.49,82.54,65.91,78,1.1834,55,22,22,33,0.2821,4,1,1,10.32,1,0,6.99,6.99,3,3,0,3.03,7.83,33.82,0,0.0,5.24,5.24,0.0,42.47,0.0,0.0,7.62,0.0,34.85,7.62,0.0,0.0,5.62,17.82,0.0,28,216,3,4,1,4,4,849.97
11512,1,3,1,185.15,0.0,170.15,140,0.8228,128,12,12,116,0.0857,1,1,1,0.0,1,0,43.97,43.97,0,0,0,0.0,28.84,84.21,33,43.11,0.0,0.0,0.0,66.22,0.0,77.73,0.0,0.0,66.22,0.0,0.0,77.73,0.0,26.21,0.0,23,328,0,0,1,4,4,344.54
11512,2,3,0,220.29,35.14,18.42,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.2,5.2,0,0.0,33.42,0.0,0.0,0.0,12.89,0.0,0.0,0.0,0.0,0.0,12.89,0.0,5.53,0.0,0.0,53,470,0,0,1,4,4,344.54
11512,3,3,0,313.64,93.36,75.75,13,0.1716,7,5,5,2,0.3846,3,3,1,10.72,3,0,8.31,12.8,0,0,0,0.0,10.46,27.92,18,23.27,9.19,24.14,0.0,7.51,0.0,0.0,1.5,0.0,6.01,1.5,0.0,0.0,9.19,59.04,0.0,31,402,4,4,1,4,4,344.54
11513,1,5,1,183.99,0.0,168.99,15,0.0888,14,1,1,13,0.0667,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,31.88,146.87,0,0.0,0.0,0.0,17.63,0.0,0.0,91.5,0.0,17.63,0.0,0.0,0.0,91.5,0.0,0.0,59.85,65,364,2,4,0,3,4,947.46
11513,2,5,0,261.32,77.34,60.27,25,0.4148,21,4,4,17,0.16,4,1,1,8.3,1,0,3.88,3.88,2,2,0,4.98,17.6,23.99,0,0.0,19.48,19.48,0.0,23.79,0.0,0.0,0.0,0.0,23.79,0.0,0.0,0.0,19.48,16.99,0.0,21,435,3,4,0,3,4,947.46
11513,3,5,0,280.04,18.72,0.85,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.85,0.85,0,0.0,15.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,43,462,3,4,0,3,4,947.46
11513,4,5,0,314.43,34.38,16.3,16,0.9817,0,16,16,-16,1.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.27,8.27,0,0.0,8.71,8.71,0.0,7.59,0.0,0.0,0.0,0.0,7.59,0.0,0.0,0.0,8.71,0.0,0.0,36,472,3,4,0,3,4,947.46
11513,5,5,0,345.73,31.3,13.5,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.5,13.5,0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,41,421,3,4,0,3,4,947.46
11514,1,4,1,87.57,0.0,72.57,0,0.0,0,0,0,0,0.0,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,10.05,33.15,0,0.0,0.0,0.0,0.0,0.0,0.0,72.57,0.0,0.0,0.0,0.0,0.0,72.57,0.0,0.0,0.0,394,351,0,0,1,4,4,850.4
11514,2,4,0,111.82,24.25,3.12,1,0.3204,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,2.18,0.0,0,0.0,2.18,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,55,410,0,0,1,4,4,850.4
